cowcode,iso3166,country_ID,country_name,abbr_country,year,n_instdepth,n_policyautonomy,n_fiscalautonomy,n_borrowautonomy,n_representation,n_lawmaking,n_execcontrol,n_fiscalcontrol,n_borrowcontrol,n_constitutional,n_selfrule,n_sharedrule,n_RAI,COMPONENTS,n_representation,n_assembly,n_executive,n_lawmaking,n_L1lawmaking,n_L2lawmaking,n_L3lawmaking,n_L4lawmaking,n_L5lawmaking,n_L6lawmaking
790,524,94,Nepal,NPL,2016,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
790,524,94,Nepal,NPL,2017,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
790,524,94,Nepal,NPL,2018,4.00,3.00,0.00,0.00,7.00,1.50,0.00,0.00,0.00,4.00,14.00,5.50,19.50,,7.00,4.00,3.00,1.50,0.50,0.00,0.50,0.50,0.00,0.00
910,598,95,Papua New Guinea,PNG,1975,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1977,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1978,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1979,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1980,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1981,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1982,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1983,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1984,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1985,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1986,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1987,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1988,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1989,2.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1990,2.00,2.00,1.15,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.15,0.00,9.15,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1991,2.00,2.00,1.15,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.15,0.00,9.15,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1992,2.00,2.00,1.15,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.15,0.00,9.15,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1993,2.00,2.00,1.15,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.15,0.00,9.15,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1994,2.00,2.00,1.15,0.00,4.00,0.00,0.00,0.00,0.00,0.00,9.15,0.00,9.15,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1995,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1996,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1997,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1998,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,1999,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,2000,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,2001,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,2002,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,2003,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,2004,2.00,2.00,1.15,0.00,3.05,0.00,0.00,0.00,0.00,0.00,8.20,0.00,8.20,,3.05,1.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
910,598,95,Papua New Guinea,PNG,2005,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2006,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2007,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2008,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2009,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2010,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2011,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2012,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2013,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2014,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2015,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2016,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2017,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
910,598,95,Papua New Guinea,PNG,2018,2.03,2.03,1.25,0.03,3.08,0.03,0.00,0.07,0.00,0.14,8.44,0.24,8.68,,3.08,1.08,2.00,0.03,0.00,0.00,0.00,0.00,0.02,0.02
780,144,96,Sri Lanka,LKA,1950,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1951,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1952,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1953,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1954,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1955,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1956,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1957,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1958,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1959,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1960,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1961,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1962,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1963,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1964,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1965,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1966,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1967,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1968,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1969,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1970,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1971,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1972,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1973,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1974,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1975,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1976,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1977,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1978,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1979,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1980,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1981,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1982,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1983,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1984,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1985,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1986,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1987,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1988,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1989,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1990,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1991,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1992,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1993,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1994,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1995,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1996,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1997,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1998,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,1999,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2000,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2001,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2002,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2003,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2004,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2005,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2006,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2007,2.86,2.59,0.86,0.86,2.59,0.00,0.00,0.00,0.00,0.00,9.78,0.00,9.78,,2.59,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2008,2.94,2.81,0.94,0.94,2.81,0.00,0.00,0.00,0.00,0.00,10.44,0.00,10.44,,2.81,1.88,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2009,2.94,2.81,0.94,0.94,2.81,0.00,0.00,0.00,0.00,0.00,10.44,0.00,10.44,,2.81,1.88,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2010,2.94,2.81,0.94,0.94,2.81,0.00,0.00,0.00,0.00,0.00,10.44,0.00,10.44,,2.81,1.88,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2011,2.94,2.81,0.94,0.94,2.81,0.00,0.00,0.00,0.00,0.00,10.44,0.00,10.44,,2.81,1.88,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2012,2.94,2.81,0.94,0.94,2.81,0.00,0.00,0.00,0.00,0.00,10.44,0.00,10.44,,2.81,1.88,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2013,2.94,2.81,0.94,0.94,2.81,0.00,0.00,0.00,0.00,0.00,10.44,0.00,10.44,,2.81,1.88,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2014,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2015,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2016,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2017,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,144,96,Sri Lanka,LKA,2018,3.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
713,158,97,Taiwan,TAW,1950,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
713,158,97,Taiwan,TAW,1951,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
713,158,97,Taiwan,TAW,1952,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
713,158,97,Taiwan,TAW,1953,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
